"TOA5","CR9000","CR9000","1576","CR9000X.Std.06","CPU:MnDot_Bo.C9X","59705","MNDOT"
"TIMESTAMP","RECORD","Windspeed","WindDir","Bolt2","Bolt3","Bolt5","Bolt6","Strain1","Strain2","Strain3","Strain4","Strain5","Strain6","Strain7","Strain8","Bolt7"
"2017-09-04 16:18:32.99",121344274,11.65,293.3,57.55864,-8.80872,-24.51608,4.2164,-10.6,-13.8,5,15.9,-1.6,34.6,72.3,54.8,0.07112
"2017-09-04 16:18:33",121344275,11.59,292.9,57.52013,-8.82904,-24.51608,4.22656,-10.7,-14.3,3.4,15.2,-2,34.8,73.1,55.4,5.54736
"2017-09-04 16:18:33.01",121344276,11.54,293.2,57.52975,-8.84936,-24.51608,4.22656,-10.6,-14.4,1.9,14.4,-2.1,35.6,74,56.2,7.04088
"2017-09-04 16:18:33.02",121344277,11.6,293.3,57.52013,-8.89,-24.51608,4.23672,-10.4,-14.5,0.4,13.4,-1.9,36.6,74.9,57.7,1.99136
"2017-09-04 16:18:33.03",121344278,11.29,293,57.54901,-8.86968,-24.50592,4.25704,-10.2,-14.5,-0.9,13.1,-1.4,37.8,76.6,58.8,3.41376
"2017-09-04 16:18:33.04",121344279,10.98,293.2,57.50087,-8.42264,-24.22144,4.33832,-10.9,-15.7,-2.2,12.3,-2.6,38.7,78,58.8,10.17016
"2017-09-04 16:18:33.05",121344280,11.06,293.5,57.51051,-8.96112,-24.50592,4.24688,-11.4,-16.2,-4.2,10.9,-1.7,39.4,79,59.7,8.81888
"2017-09-04 16:18:33.06",121344281,11.03,293.2,57.52013,-8.9408,-24.50592,4.2672,-11.4,-16.4,-5.8,9.9,-1.6,40.4,80.3,60.5,3.34264
"2017-09-04 16:18:33.07",121344282,10.98,293.5,57.51051,-8.97128,-24.50592,4.2672,-11.4,-16.7,-7.4,9.2,-1.5,41.3,81.2,62,1.778
"2017-09-04 16:18:33.08",121344283,11.06,293.8,57.51051,-8.97128,-24.49576,4.29768,-11.4,-16.8,-8.6,8.9,-1.2,42.5,82.8,62.7,9.74344
"2017-09-04 16:18:33.09",121344284,11.07,293.3,57.52013,-9.03224,-24.47544,4.27736,-11.6,-17.5,-9.7,7.9,-1.5,43,84.1,63.1,6.82752
"2017-09-04 16:18:33.1",121344285,10.49,293.5,57.50087,-9.0424,-24.4856,4.28752,-11.7,-18.1,-10.9,7,-1.7,43.5,84.8,63.6,2.98704
"2017-09-04 16:18:33.11",121344286,10.58,293.7,57.472,-9.03224,-24.47544,4.29768,-11.6,-18.1,-11.9,6.2,-2,44.2,85.8,64.4,6.82752
"2017-09-04 16:18:33.12",121344287,10.6,293.2,57.50087,-9.02208,-24.49576,4.28752,-10.9,-17.9,-13.1,5.8,-1.7,44.3,86.3,65.4,4.05384
"2017-09-04 16:18:33.13",121344288,10.56,293.5,57.51051,-9.0424,-24.49576,4.30784,-10.8,-17.8,-13.3,5.3,-1.7,45,87.2,66.1,5.04952
"2017-09-04 16:18:33.14",121344289,10.63,293.8,57.50087,-9.08304,-24.49576,4.27736,-10.9,-18.2,-13.7,5.2,-2.1,45.1,87.6,66.1,1.28016
"2017-09-04 16:18:33.15",121344290,10.68,293.6,57.49125,-9.08304,-24.46528,4.29768,-11,-18.5,-14.2,4.4,-2.4,45,87.6,66.2,6.11632
"2017-09-04 16:18:33.16",121344291,10.66,293.8,57.50087,-9.08304,-24.4856,4.30784,-11.1,-18.5,-14.4,4.5,-2.4,44.9,87.6,66.2,3.556
"2017-09-04 16:18:33.17",121344292,10.19,294.7,57.50087,-9.0932,-24.4856,4.30784,-10.5,-17.8,-14.4,4.6,-2.4,44.8,87.3,66.7,1.778
"2017-09-04 16:18:33.18",121344293,10.27,294.9,57.52975,-9.05256,-24.4856,4.318,-10.5,-17.6,-14,5.3,-2,44.9,87.4,66.7,5.90296
"2017-09-04 16:18:33.19",121344294,10.23,295.5,57.52013,-9.0424,-24.49576,4.30784,-10.9,-17.9,-13.5,5.2,-2.1,44.7,87.2,65.6,7.89432
"2017-09-04 16:18:33.2",121344295,10.29,296.5,57.49125,-9.03224,-24.49576,4.29768,-11.2,-18,-13.1,5.4,-2.1,44.4,86.3,65.1,6.47192
"2017-09-04 16:18:33.21",121344296,10.37,296.9,57.50087,-9.0424,-24.50592,4.30784,-11.3,-17.8,-12.8,6.2,-2.2,44.2,85.8,64.8,5.76072
"2017-09-04 16:18:33.22",121344297,10.35,297.7,57.51051,-9.03224,-24.47544,4.29768,-11.3,-17.2,-12.4,6.5,-1.7,43.9,85.1,64.8,7.112
"2017-09-04 16:18:33.23",121344298,10.42,299,57.51051,-9.00176,-24.4856,4.32816,-11.2,-17,-11.3,7.3,-1.2,43.6,84.9,64.5,6.0452
"2017-09-04 16:18:33.24",121344299,10.04,299.5,57.52013,-9.02208,-24.50592,4.29768,-11.6,-17.2,-10.8,7.6,-1.3,43.4,84.6,63.4,2.77368
"2017-09-04 16:18:33.25",121344300,9.95,300.3,57.50087,-9.00176,-24.50592,4.27736,-11.9,-17.4,-10.1,7.7,-1.7,43,83.9,62.9,3.05816
"2017-09-04 16:18:33.26",121344301,9.99,301.7,57.51051,-9.00176,-24.50592,4.28752,-11.8,-17.2,-9.3,7.7,-1.4,42.7,83.5,62.4,7.112
"2017-09-04 16:18:33.27",121344302,10.09,302.4,57.51051,-8.97128,-24.49576,4.28752,-11.4,-16.8,-9,8.3,-1.3,42.1,82.4,62.6,7.25424
"2017-09-04 16:18:33.28",121344303,10.08,303.1,57.52013,-8.97128,-24.4856,4.28752,-11,-16.3,-7.8,9.2,-1.2,42,82,62.3,3.34264
"2017-09-04 16:18:33.29",121344304,10.14,304.4,57.50087,-8.95096,-24.47544,4.2672,-11.2,-16.5,-6.8,9.3,-1.5,41.4,81.5,61.1,5.26288
"2017-09-04 16:18:33.3",121344305,10.25,305.1,57.51051,-8.98144,-24.50592,4.2672,-11.5,-16.6,-6.2,9.8,-1.6,40.8,80.7,60.7,6.68528
"2017-09-04 16:18:33.31",121344306,10.25,305.9,57.50087,-8.97128,-24.51608,4.24688,-11.8,-16.4,-5,10.5,-1.6,40.1,80.1,60,2.56032
"2017-09-04 16:18:33.32",121344307,9.75,307.1,57.52013,-8.9408,-24.51608,4.24688,-11.5,-16,-4.4,11.1,-1.5,39.7,78.9,59.8,3.41376
"2017-09-04 16:18:33.33",121344308,9.86,307.9,57.53938,-8.910319,-24.50592,4.2672,-11.3,-15.8,-3,11.8,-0.9,39.6,78.4,59.6,2.41808
"2017-09-04 16:18:33.34",121344309,9.85,308.4,57.53938,-8.92048,-24.51608,4.24688,-12,-15.8,-1.8,12.4,-0.9,39.1,77.5,58.2,6.11632
"2017-09-04 16:18:33.35",121344310,9.91,309.5,57.52013,-8.89,-24.51608,4.23672,-12.1,-16,-0.9,13.5,-0.9,38.5,76.3,57,5.90296
"2017-09-04 16:18:33.36",121344311,10.02,310.2,57.52975,-8.90016,-24.5364,4.25704,-12.4,-15.7,0.3,13.9,-0.6,37.7,75.7,56,0.49784
"2017-09-04 16:18:33.37",121344312,10.05,310.7,57.51051,-8.86968,-24.52624,4.23672,-12.4,-15.3,1.3,15.1,-0.3,36.8,74,55.8,2.20472
"2017-09-04 16:18:33.38",121344313,10.08,311.6,57.52013,-8.82904,-24.5364,4.24688,-12.2,-14.6,2.7,16.3,0.1,36.7,73,55.4,2.91592
"2017-09-04 16:18:33.39",121344314,9.66,312.5,57.50087,-8.81888,-24.51608,4.2164,-12.4,-14.5,4.2,17,-0,35.8,72.4,53.8,6.7564
"2017-09-04 16:18:33.4",121344315,9.69,312.7,57.52975,-8.80872,-24.52624,4.19608,-12.7,-14.5,5.2,17,-0.2,34.8,71.2,52.7,1.49352
"2017-09-04 16:18:33.41",121344316,9.7,313.6,57.52013,-8.77824,-24.5364,4.2164,-12.5,-14.2,6.7,17.9,-0.3,34.1,70.2,52.4,3.84048
"2017-09-04 16:18:33.42",121344317,9.82,314.4,57.52975,-8.757919,-24.54656,4.2164,-12,-13.6,7.1,18.6,-0.2,33.4,69.1,52.2,10.81024
"2017-09-04 16:18:33.43",121344318,9.86,314.5,57.54901,-8.76808,-24.5364,4.20624,-11.8,-13.1,8.3,19.1,-0.2,33.1,68.6,52.3,6.11632
"2017-09-04 16:18:33.44",121344319,9.87,315.4,57.53938,-8.757919,-24.5364,4.20624,-11.8,-13,9.2,19.4,-0.2,32.7,68.3,51.2,3.69824
"2017-09-04 16:18:33.45",121344320,10.01,316.2,57.52975,-8.41248,-24.34336,4.24688,-11.7,-13.6,9.7,19.5,-1.3,32.3,67.6,50.6,7.96544
"2017-09-04 16:18:33.46",121344321,10.06,316.5,57.54901,-8.7376,-24.55672,4.1656,-11.9,-13.4,9.9,19.5,-0.9,31.9,67.7,50.7,4.9784
"2017-09-04 16:18:33.47",121344322,9.86,317.5,57.52975,-8.72744,-24.55672,4.18592,-11.6,-12.9,9.8,19.3,-0.6,31.8,67.1,50.9,3.76936
"2017-09-04 16:18:33.48",121344323,9.65,318.2,57.53938,-8.71728,-24.54656,4.19608,-11.4,-12.7,10.2,19.8,-0.3,32.1,67.4,51.2,5.12064
"2017-09-04 16:18:33.49",121344324,9.69,318.4,57.52975,-8.74776,-24.5364,4.19608,-11.6,-13.2,10.4,20.1,-0.6,32,67.4,50.5,5.97408
"2017-09-04 16:18:33.5",121344325,9.69,319.4,57.52013,-8.76808,-24.54656,4.19608,-12.2,-13.6,10.1,19.4,-0.7,32,67.5,50.4,7.18312
"2017-09-04 16:18:33.51",121344326,9.82,320.5,57.52975,-8.7376,-24.54656,4.15544,-12.1,-13.5,9.9,19.5,-0.6,32.2,67.6,50.5,0.7112
"2017-09-04 16:18:33.52",121344327,9.88,320.7,57.56826,-8.76808,-24.52624,4.19608,-12,-13.4,9.2,19.3,-0.5,32.5,67.6,51.2,4.76504
"2017-09-04 16:18:33.53",121344328,9.89,321.5,57.54901,-8.74776,-24.54656,4.19608,-11.9,-13.2,9.2,19.4,-0.3,32.9,68.1,51.8,7.18312
"2017-09-04 16:18:33.54",121344329,10.01,322.5,57.54901,-8.757919,-24.5364,4.20624,-11.8,-13.7,8.7,18.4,-0.4,33,68.9,51.7,4.9784
"2017-09-04 16:18:33.55",121344330,10.08,323,57.53938,-8.79856,-24.55672,4.20624,-11.9,-14.2,8.2,18.3,-0.7,33.1,69.1,51.9,1.4224
"2017-09-04 16:18:33.56",121344331,9.53,323.5,57.52975,-8.79856,-24.55672,4.19608,-11.8,-14.1,7.6,17.8,-1,33.1,69.7,52.2,10.668
"2017-09-04 16:18:33.57",121344332,9.65,324.5,57.52975,-8.79856,-24.5364,4.19608,-11.3,-13.7,6.9,17.2,-1,33.4,69.8,53.2,8.24992
"2017-09-04 16:18:33.58",121344333,9.7,324.9,57.53938,-8.7884,-24.5364,4.23672,-11,-13.6,6.5,17.4,-1.1,33.7,70.6,54,0.28448
"2017-09-04 16:18:33.59",121344334,9.7,325.5,57.53938,-8.7884,-24.52624,4.22656,-10.8,-13.8,6.2,16.8,-1.4,33.9,71.1,54,1.20904
"2017-09-04 16:18:33.6",121344335,9.82,326.5,57.52975,-8.79856,-24.51608,4.20624,-10.8,-14,5.3,16.1,-1.9,33.9,71.5,54.3,2.56032
"2017-09-04 16:18:33.61",121344336,9.89,326.7,57.54901,-8.81888,-24.52624,4.22656,-10.5,-14.1,4.7,15.2,-2,34.1,71.8,54.5,5.04952
"2017-09-04 16:18:33.62",121344337,9.9,327.2,57.52975,-8.81888,-24.51608,4.23672,-10.3,-13.9,3.8,14.8,-1.9,34.5,72.3,55.5,1.35128
"2017-09-04 16:18:33.63",121344338,9.99,328.2,57.53938,-8.82904,-24.50592,4.22656,-10,-13.7,3.1,14.9,-2,35.1,73.3,56.3,2.41808
"2017-09-04 16:18:33.64",121344339,10.09,328.4,57.53938,-8.87984,-24.51608,4.23672,-10.3,-14.3,2.4,14,-2,35.7,74,56.5,6.11632
"2017-09-04 16:18:33.65",121344340,9.55,328.9,57.51051,-8.86968,-24.52624,4.23672,-10.4,-14.8,1.4,13.4,-2.3,36,74.6,56.6,4.76504
"2017-09-04 16:18:33.66",121344341,9.61,330,57.52013,-8.89,-24.49576,4.24688,-10.7,-14.9,0.4,13,-2.1,36.5,75.7,57.3,0.92456
"2017-09-04 16:18:33.67",121344342,9.72,330.3,57.52013,-8.89,-24.5364,4.22656,-10.4,-14.9,-1.2,12.3,-1.9,36.9,76,58.5,2.20472
"2017-09-04 16:18:33.68",121344343,9.7,330.7,57.53938,-8.89,-24.50592,4.2672,-10.4,-15.2,-2,11.9,-1.8,38.2,77.2,59.2,7.53872
"2017-09-04 16:18:33.69",121344344,9.78,331.6,57.51051,-8.910319,-24.50592,4.25704,-10.4,-15.3,-2.8,11.2,-2.1,38.7,78,59.6,6.329679
"2017-09-04 16:18:33.7",121344345,9.86,331.8,57.50087,-8.95096,-24.50592,4.25704,-10.8,-15.9,-4,10.6,-2.4,39,78.9,59.7,5.90296
"2017-09-04 16:18:33.71",121344346,9.88,332.2,57.50087,-8.96112,-24.4856,4.2672,-10.6,-16.1,-4.9,9.6,-2.5,39.4,79.7,60.4,6.82752
"2017-09-04 16:18:33.72",121344347,9.94,333,57.49125,-8.96112,-24.50592,4.24688,-10.4,-16.2,-6.2,9.3,-2.5,39.9,80.5,61.6,3.556
"2017-09-04 16:18:33.73",121344348,10.05,333.2,57.52975,-8.96112,-24.49576,4.27736,-10,-15.9,-7,8.6,-2.4,40.5,81.2,62.5,4.69392
"2017-09-04 16:18:33.74",121344349,10.04,333.5,57.50087,-8.9916,-24.47544,4.2672,-10.1,-16.4,-7.8,8.1,-2.8,40.9,82.2,62.8,5.04952
"2017-09-04 16:18:33.75",121344350,10.1,334.3,57.49125,-8.98144,-24.4856,4.27736,-10.2,-16.8,-8.8,6.9,-3,41.4,82.9,63.4,8.961121
"2017-09-04 16:18:33.76",121344351,10.2,334.5,57.50087,-8.9916,-24.47544,4.2672,-10.3,-16.8,-9.5,6.8,-3.2,41.9,83.8,63.5,5.19176
"2017-09-04 16:18:33.77",121344352,9.67,334.4,57.51051,-9.03224,-24.4856,4.2672,-10,-17,-10.5,6.3,-3.1,42.3,84.3,64.7,2.34696
"2017-09-04 16:18:33.78",121344353,9.72,335.2,57.51051,-9.03224,-24.49576,4.318,-10,-16.9,-11,6,-2.6,43,84.8,65.1,8.39216
"2017-09-04 16:18:33.79",121344354,9.82,335.5,57.50087,-9.03224,-24.46528,4.2672,-10.2,-17.4,-11.6,5.9,-2.7,43.3,85.5,64.9,6.96976
"2017-09-04 16:18:33.8",121344355,9.82,335.5,57.48162,-9.05256,-24.47544,4.29768,-10.9,-17.8,-12.1,5.8,-2.9,43.4,85.6,64.9,8.74776
"2017-09-04 16:18:33.81",121344356,9.87,336.1,57.48162,-9.03224,-24.49576,4.30784,-11,-17.8,-12.5,5.7,-2.4,44,85.9,64.8,0.56896
"2017-09-04 16:18:33.82",121344357,9.98,336.4,57.50087,-9.03224,-24.47544,4.28752,-11.2,-17.9,-13.1,5.2,-1.9,44.2,86,65.1,4.48056
"2017-09-04 16:18:33.83",121344358,10.01,336.4,57.50087,-9.03224,-24.49576,4.30784,-11.2,-17.6,-13.4,5.7,-1.8,44.7,86.4,65.5,1.56464
"2017-09-04 16:18:33.84",121344359,10.01,337.1,57.49125,-9.062719,-24.47544,4.318,-11.4,-18,-13.6,5.7,-1.5,44.7,86.8,65.3,1.20904
"2017-09-04 16:18:33.85",121344360,10.13,337.5,57.48162,-9.08304,-24.4856,4.318,-11.8,-18.3,-13.8,5.4,-1.7,44.9,86.8,65,2.56032
"2017-09-04 16:18:33.86",121344361,10.18,337.6,57.48162,-8.910319,-24.384,4.35864,-12,-18.5,-14,5.4,-1.9,45.4,87.2,64.9,7.39648
"2017-09-04 16:18:33.87",121344362,10.17,338,57.472,-9.0932,-24.49576,4.28752,-11.9,-18.3,-14.6,5.4,-1.6,45.2,87,65.6,6.68528
"2017-09-04 16:18:33.88",121344363,9.76,338.7,57.51051,-9.062719,-24.49576,4.30784,-11.7,-18.1,-14.5,5.6,-1.2,45.4,87.2,65.9,1.49352
"2017-09-04 16:18:33.89",121344364,9.78,338.7,57.49125,-9.05256,-24.4856,4.30784,-12,-18.5,-13.9,5.2,-1.4,45.7,87.5,65.7,5.40512
"2017-09-04 16:18:33.9",121344365,9.79,339.4,57.50087,-9.07288,-24.47544,4.30784,-12.1,-18.3,-14.1,5.5,-1.7,45.3,87.3,65,9.885679
"2017-09-04 16:18:33.91",121344366,9.89,340.1,57.49125,-9.11352,-24.46528,4.29768,-12.2,-18.4,-13.7,5.7,-1.6,45.4,87.1,64.8,0.07112
"2017-09-04 16:18:33.92",121344367,9.93,340,57.50087,-9.08304,-24.47544,4.29768,-12.2,-18.5,-14,5.8,-1.2,45.3,86.5,65.1,2.56032
"2017-09-04 16:18:33.93",121344368,9.93,340.7,57.50087,-9.0424,-24.49576,4.318,-11.9,-18.2,-13.3,6.5,-0.8,45.4,86.5,65,5.40512
"2017-09-04 16:18:33.94",121344369,10.03,341.4,57.49125,-9.05256,-24.4856,4.30784,-12.6,-18.4,-12.9,6.6,-0.6,45.2,86.2,64.2,6.329679
"2017-09-04 16:18:33.95",121344370,10.08,341.5,57.50087,-9.0424,-24.49576,4.28752,-12.7,-18.5,-12.5,6.7,-0.8,45.1,85.9,63.7,8.03656
"2017-09-04 16:18:33.96",121344371,10.06,342,57.50087,-8.97128,-24.45512,4.32816,-13,-18.5,-11.7,7.3,-0.7,45.1,85.6,63.1,4.48056
"2017-09-04 16:18:33.97",121344372,10.15,342.8,57.49125,-9.02208,-24.49576,4.29768,-13.3,-18.6,-11.6,7.9,-0.1,44.7,84.7,63.1,5.19176
"2017-09-04 16:18:33.98",121344373,10.2,342.9,57.49125,-9.0424,-24.4856,4.29768,-13.4,-18.1,-10.7,8.5,0.3,44.4,84.2,62.7,11.23696
"2017-09-04 16:18:33.99",121344374,10.19,343.2,57.50087,-9.03224,-24.4856,4.29768,-13.3,-18,-10,9,0.3,44.1,83.8,61.9,5.76072
"2017-09-04 16:18:34",121344375,10.26,343.8,57.50087,-8.9916,-24.49576,4.28752,-13.8,-18,-9.1,9.6,0.2,43.5,82.8,60.7,3.48488
"2017-09-04 16:18:34.01",121344376,10.31,343.8,57.50087,-8.9916,-24.49576,4.28752,-13.7,-17.7,-8,10.1,0.3,43.2,82.3,60.2,4.90728
"2017-09-04 16:18:34.02",121344377,10.3,344,57.51051,-8.97128,-24.49576,4.28752,-13.3,-17.4,-7,10.6,0.2,42.3,81.4,60.1,5.26288
"2017-09-04 16:18:34.03",121344378,10.36,344.6,57.51051,-8.95096,-24.47544,4.28752,-13.3,-17,-6.2,10.8,0.4,41.8,80.5,59.9,3.41376
"2017-09-04 16:18:34.04",121344379,10.42,344.4,57.50087,-8.9408,-24.49576,4.25704,-13.1,-17,-5.3,11.6,0.1,41.3,79.8,59.2,2.98704
"2017-09-04 16:18:34.05",121344380,10.4,344.3,57.51051,-8.96112,-24.49576,4.2672,-12.9,-16.9,-4.5,11.9,-0.2,40.6,79.2,58.6,7.32536
"2017-09-04 16:18:34.06",121344381,10.43,344.7,57.50087,-8.93064,-24.51608,4.25704,-13,-16.5,-3.4,12.4,-0,40.1,78.5,58,1.99136
"2017-09-04 16:18:34.07",121344382,10.51,344.3,57.52013,-8.910319,-24.5364,4.2672,-12.8,-16.1,-2.9,12.8,0,39.5,77.7,57.9,2.1336
"2017-09-04 16:18:34.08",121344383,10.49,343.9,57.52975,-8.910319,-24.51608,4.2672,-12.6,-15.8,-2.2,13.2,0.2,39.3,77.2,57.7,8.1788
"2017-09-04 16:18:34.09",121344384,10.5,343.9,57.52013,-8.87984,-24.51608,4.25704,-12.8,-15.9,-1.2,13.6,-0.2,38.9,76.7,57.1,6.7564
"2017-09-04 16:18:34.1",121344385,10.55,343.4,57.51051,-8.89,-24.5364,4.25704,-13,-15.9,-0.8,13.5,-0,38.4,76.2,56.6,5.76072
"2017-09-04 16:18:34.11",121344386,10.53,342.5,57.52013,-8.87984,-24.50592,4.22656,-12.8,-15.7,0.1,14.4,0.1,38.4,75.9,56.1,4.55168
"2017-09-04 16:18:34.12",121344387,10.53,342.3,57.51051,-8.90016,-24.50592,4.24688,-12.9,-15.5,0.3,14.7,-0.1,37.8,75.1,55.8,4.83616
"2017-09-04 16:18:34.13",121344388,11.13,341.3,57.52975,-8.85952,-24.5364,4.24688,-12.7,-15.4,0.9,15,0.2,37.7,74.5,56,6.4008
"2017-09-04 16:18:34.14",121344389,11.11,340.3,57.53938,-8.8392,-24.5364,4.23672,-12.8,-15.2,1.5,15.5,-0,37.4,74.3,55.4,3.76936
"2017-09-04 16:18:34.15",121344390,11.07,339.8,57.51051,-8.87984,-24.52624,4.23672,-12.7,-15.6,1.6,15.4,-0.2,36.8,73.8,55.1,2.98704
"2017-09-04 16:18:34.16",121344391,11.13,338.6,57.52013,-8.85952,-24.52624,4.2164,-12.6,-15.2,2.5,15.5,-0.3,36.7,73.8,55,6.25856
"2017-09-04 16:18:34.17",121344392,11.08,337.3,57.52013,-8.85952,-24.5364,4.22656,-12.3,-14.9,2.3,15.3,-0.4,36.5,73.6,55,5.83184
"2017-09-04 16:18:34.18",121344393,11.03,336.5,57.52975,-8.82904,-24.52624,4.24688,-11.7,-14.7,2.9,15.5,-0.7,36,73.4,55.4,1.49352
"2017-09-04 16:18:34.19",121344394,11.09,335.5,57.52975,-8.85952,-24.5364,4.22656,-11.5,-14.7,3.2,15.5,-1,35.9,73.1,55.1,5.04952
"2017-09-04 16:18:34.2",121344395,11.05,334,57.52975,-8.84936,-24.52624,4.22656,-11.2,-14.7,3.5,15.3,-1.4,35.4,72.9,55.1,6.89864
