"TOA5","CR9000","CR9000","1576","CR9000X.Std.06","CPU:MnDot_Bo.C9X","59705","MNDOT"
"TIMESTAMP","RECORD","Windspeed","WindDir","Bolt2","Bolt3","Bolt5","Bolt6","Strain1","Strain2","Strain3","Strain4","Strain5","Strain6","Strain7","Strain8","Bolt7"
"2017-09-04 16:20:32.98",121356273,27.18,339.4,57.0773,-9.367519,-24.65832,4.30784,-20.4,-30,-45.1,-7.7,7.6,71.4,112.5,76.6,-2.77368
"2017-09-04 16:20:32.99",121356274,26.86,339.5,57.09655,-9.46912,-24.67864,4.29768,-20,-29.9,-46.2,-8.7,7.2,71.7,113.4,77.6,-0.99568
"2017-09-04 16:20:33",121356275,27.23,339.7,57.06767,-9.43864,-24.6888,4.30784,-19.3,-30.1,-47.6,-9.7,6.6,71.8,114,78.6,1.35128
"2017-09-04 16:20:33.01",121356276,26.96,339.2,57.0773,-9.46912,-24.67864,4.29768,-18.6,-30,-47.9,-10.5,6.1,72,114.9,79.5,-1.20904
"2017-09-04 16:20:33.02",121356277,26.67,339.4,57.0773,-9.47928,-24.6888,4.28752,-18.2,-30,-48.7,-11.5,5.1,71.7,115.4,80.2,-0.21336
"2017-09-04 16:20:33.03",121356278,27.03,339.5,57.09655,-9.48944,-24.6888,4.28752,-17.1,-29.9,-49.2,-12.2,4.5,71.7,116,81.3,1.70688
"2017-09-04 16:20:33.04",121356279,26.73,339.1,57.09655,-9.47928,-24.6888,4.2672,-16.3,-29.5,-49.9,-13.2,3.7,71.5,116.4,82,0.28448
"2017-09-04 16:20:33.05",121356280,27.04,339.4,57.09655,-9.499599,-24.67864,4.28752,-15.6,-29.2,-50.4,-13.9,3,71.2,116.4,83,-0.56896
"2017-09-04 16:20:33.06",121356281,26.85,339.2,57.10618,-9.43864,-24.638,4.29768,-14.5,-29.1,-50.4,-14.6,2.2,71,117,83.4,1.0668
"2017-09-04 16:20:33.07",121356282,26.55,338.9,57.10618,-9.499599,-24.66848,4.29768,-14.1,-29.2,-50.5,-15.4,1.8,70.4,117.2,84,3.69824
"2017-09-04 16:20:33.08",121356283,26.86,339.2,57.1158,-9.499599,-24.65832,4.2672,-13.2,-28.8,-50.5,-15.7,1.1,70.2,117.5,84.6,1.28016
"2017-09-04 16:20:33.09",121356284,26.66,338.9,57.1158,-9.48944,-24.67864,4.2672,-12.4,-28.5,-50.2,-16.1,0.5,69.5,117.1,85.1,1.49352
"2017-09-04 16:20:33.1",121356285,26.9,339,57.1158,-9.499599,-24.67864,4.2672,-11.8,-28.3,-50.1,-16.5,-0.3,68.7,116.7,85.5,-0.21336
"2017-09-04 16:20:33.11",121356286,26.72,339.4,57.1158,-9.47928,-24.6888,4.25704,-11.1,-27.7,-49.2,-16.7,-0.7,68.1,116.5,85.3,1.49352
"2017-09-04 16:20:33.12",121356287,26.47,338.9,57.1158,-9.47928,-24.6888,4.24688,-10.3,-27.7,-48.3,-16.5,-1.8,67,115.7,84.9,2.06248
"2017-09-04 16:20:33.13",121356288,26.74,339.3,57.13506,-9.46912,-24.67864,4.25704,-9.5,-26.7,-47.1,-16.6,-2.4,66,114.8,85.2,3.9116
"2017-09-04 16:20:33.14",121356289,26.57,339.6,57.13506,-9.43864,-24.69896,4.22656,-8.7,-26.3,-45.7,-16.3,-2.9,64.7,114,84.9,0.21336
"2017-09-04 16:20:33.15",121356290,26.84,339.2,57.1158,-9.41832,-24.6888,4.2164,-7.7,-25.5,-44.5,-15.7,-3.8,63,112.2,84.6,-0.92456
"2017-09-04 16:20:33.16",121356291,26.59,339.9,57.14468,-9.38784,-24.67864,4.20624,-7,-24.8,-42.6,-15.1,-4,62.1,111.2,84.1,0.42672
"2017-09-04 16:20:33.17",121356292,26.42,339.9,57.14468,-9.398,-24.67864,4.19608,-6.6,-24.2,-41.3,-14.7,-4.7,60.3,109.8,83.2,1.63576
"2017-09-04 16:20:33.18",121356293,26.68,340.2,57.14468,-9.367519,-24.6888,4.19608,-5.7,-23.5,-39.1,-14.1,-5.1,59.2,108.3,82.7,0.7112
"2017-09-04 16:20:33.19",121356294,26.47,340.9,57.16394,-9.35736,-24.69896,4.18592,-5.4,-23,-37.2,-13.1,-5.3,57.8,106.7,81.8,6.61416
"2017-09-04 16:20:33.2",121356295,26.3,341,57.14468,-9.2964,-24.69896,4.1656,-5.2,-22.6,-35.6,-12.4,-5.6,56.5,104.9,80.9,-2.34696
"2017-09-04 16:20:33.21",121356296,26.55,341.6,57.17356,-9.27608,-24.69896,4.14528,-4.7,-21.7,-33.2,-11.3,-5.7,55.4,103.7,79.7,-6.0452
"2017-09-04 16:20:33.22",121356297,26.39,342.3,57.17356,-9.26592,-24.71928,4.13512,-4.8,-21.6,-31.5,-10.2,-6,53.9,101.9,78.4,1.28016
"2017-09-04 16:20:33.23",121356298,26.17,342.2,57.17356,-9.22528,-24.71928,4.13512,-4.6,-20.8,-29.3,-8.8,-5.9,52.9,100.5,77.4,4.19608
"2017-09-04 16:20:33.24",121356299,26.43,342.8,57.17356,-9.215119,-24.71928,4.12496,-4.5,-20.5,-27.4,-8,-5.7,52.1,98.9,76,3.12928
"2017-09-04 16:20:33.25",121356300,26.29,343.3,57.18319,-9.18464,-24.7396,4.09448,-5,-20.2,-25.8,-7.2,-5.6,50.9,96.8,75,-1.0668
"2017-09-04 16:20:33.26",121356301,26.06,343.2,57.16394,-8.65632,-24.47544,4.18592,-4.9,-20.1,-23.7,-5.5,-6.3,50.3,95.7,73.5,-6.18744
"2017-09-04 16:20:33.27",121356302,26.1,344,57.17356,-9.13384,-24.74976,4.08432,-5.2,-19.9,-22,-4.6,-5.3,49.3,94.3,72.4,-0.28448
"2017-09-04 16:20:33.28",121356303,26.21,344.1,57.18319,-9.10336,-24.7396,4.07416,-5.3,-19.4,-20.5,-3.5,-5,48.7,93,71.8,0.42672
"2017-09-04 16:20:33.29",121356304,25.95,344.2,57.19281,-9.0932,-24.7396,4.064,-5.7,-19.3,-18.7,-2.2,-4.6,48.2,91.8,70.5,0.7112
"2017-09-04 16:20:33.3",121356305,25.77,345,57.20245,-9.05256,-24.74976,4.064,-5.7,-19.3,-17.6,-1.2,-4.2,47.2,90.5,69.3,5.334
"2017-09-04 16:20:33.31",121356306,26.15,345,57.20245,-9.0424,-24.75992,4.064,-6.1,-18.9,-15.8,-0,-3.8,46.9,89.1,68.2,0.92456
"2017-09-04 16:20:33.32",121356307,25.89,345.3,57.17356,-9.05256,-24.77008,4.04368,-6.9,-18.9,-14.5,1,-3.4,46.3,87.9,67.1,1.20904
"2017-09-04 16:20:33.33",121356308,25.73,345.9,57.20245,-9.02208,-24.75992,4.04368,-7.2,-18.6,-12.7,2.7,-2.7,46,86.9,66,1.20904
"2017-09-04 16:20:33.34",121356309,26.09,345.8,57.20245,-9.00176,-24.78024,4.04368,-7.9,-18.6,-11.5,3.4,-1.9,45.4,85.6,64.6,4.48056
"2017-09-04 16:20:33.35",121356310,25.84,346.5,57.19281,-8.97128,-24.80056,4.04368,-8.5,-18.6,-10.6,4.4,-1.6,45.1,84.4,63.3,2.20472
"2017-09-04 16:20:33.36",121356311,25.71,346.9,57.21207,-8.9916,-24.81072,4.03352,-9.2,-18.7,-9.4,6,-0.7,45.3,83.6,62.3,4.40944
"2017-09-04 16:20:33.37",121356312,25.51,346.8,57.18319,-8.96112,-24.80056,4.04368,-10.2,-18.6,-8.6,6.8,-0.3,45.1,82.8,61.1,2.70256
"2017-09-04 16:20:33.38",121356313,25.84,347.4,57.20245,-8.92048,-24.80056,4.05384,-10.7,-18.6,-7.9,8.1,0.7,45.3,82.5,60.4,4.69392
"2017-09-04 16:20:33.39",121356314,25.7,347.5,57.17356,-8.93064,-24.80056,4.04368,-11.5,-18.7,-7.5,8.5,1.5,45.3,82,59.6,6.0452
"2017-09-04 16:20:33.4",121356315,25.48,347.5,57.18319,-8.9408,-24.80056,4.05384,-12.4,-19,-7.4,9.3,1.8,45.4,81.3,58.9,5.6896
"2017-09-04 16:20:33.41",121356316,25.7,348.2,57.17356,-8.93064,-24.80056,4.05384,-12.9,-19.1,-7.1,9.6,2.5,45.9,81.4,58.4,0.21336
"2017-09-04 16:20:33.42",121356317,25.71,348,57.16394,-8.9408,-24.77008,4.03352,-13.7,-19.7,-7.4,9.6,3.1,46.3,81.6,57.9,-0
"2017-09-04 16:20:33.43",121356318,25.46,348,57.18319,-8.92048,-24.80056,4.064,-14.1,-19.4,-7.4,10.3,3.7,46.7,81.7,58.4,3.27152
"2017-09-04 16:20:33.44",121356319,25.35,348.4,57.18319,-8.93064,-24.7904,4.064,-14.6,-19.9,-7.7,10.2,3.9,47.4,82.1,58,0.42672
"2017-09-04 16:20:33.45",121356320,25.19,347.9,57.15431,-8.93064,-24.80056,4.03352,-14.9,-20.3,-8.6,10.2,4.1,47.6,82.1,58.2,-3.62712
"2017-09-04 16:20:33.46",121356321,25.49,348.1,57.17356,-8.9408,-24.7904,4.07416,-15.2,-20.4,-9.3,9.8,4.5,48.5,82.9,58.4,1.56464
"2017-09-04 16:20:33.47",121356322,25.38,348.1,57.15431,-8.96112,-24.80056,4.07416,-15.8,-20.8,-10.5,9.7,4.5,49.2,83.9,58.7,1.4224
"2017-09-04 16:20:33.48",121356323,25.18,347.7,57.16394,-8.9916,-24.78024,4.07416,-15.6,-21,-11.5,8.9,4.9,50.3,85.3,59.8,-3.05816
"2017-09-04 16:20:33.49",121356324,25.1,348.1,57.17356,-9.00176,-24.7904,4.08432,-15.8,-21.7,-12.9,7.9,5,51.1,86.1,60.2,-3.12928
"2017-09-04 16:20:33.5",121356325,25.44,347.7,57.14468,-9.03224,-24.7904,4.07416,-16.1,-22.1,-14.5,7.3,4.7,51.7,87,60.9,-6.68528
"2017-09-04 16:20:33.51",121356326,25.21,347.6,57.16394,-9.0424,-24.77008,4.08432,-15.9,-22.6,-15.8,6.7,5.2,52.9,88.5,61.8,-2.8448
"2017-09-04 16:20:33.52",121356327,25.07,348.1,57.14468,-9.05256,-24.75992,4.09448,-16.4,-22.7,-17.7,5.8,5.2,53.6,89.6,62.5,2.8448
"2017-09-04 16:20:33.53",121356328,24.95,347.7,57.16394,-9.08304,-24.77008,4.1148,-16.2,-22.9,-18.9,5.1,5.4,54.6,91.1,63.7,3.2004
"2017-09-04 16:20:33.54",121356329,25.25,348,57.15431,-9.0932,-24.78024,4.12496,-16.3,-23.3,-20.4,4.1,5.2,55.6,92.4,64.4,2.77368
"2017-09-04 16:20:33.55",121356330,25.18,348.3,57.12543,-9.144,-24.78024,4.12496,-16.3,-23.5,-22.2,2.8,4.8,55.9,93.3,65.3,-1.13792
"2017-09-04 16:20:33.56",121356331,25.02,348,57.14468,-9.12368,-24.78024,4.14528,-15.7,-23.5,-23.4,1.6,4.5,56.7,94.9,66.4,-2.34696
"2017-09-04 16:20:33.57",121356332,24.79,348.4,57.13506,-9.12368,-24.77008,4.15544,-15.3,-23.8,-25.2,1,4,57.1,95.8,67.6,1.35128
"2017-09-04 16:20:33.58",121356333,24.76,348.6,57.14468,-9.17448,-24.74976,4.15544,-14.6,-23.5,-26.4,-0.1,3.7,57.9,97.2,69,-0.92456
"2017-09-04 16:20:33.59",121356334,25.11,348.4,57.13506,-9.20496,-24.74976,4.1656,-14.1,-23.7,-27.9,-1.3,2.9,58.2,98.5,70.1,4.6228
"2017-09-04 16:20:33.6",121356335,24.93,349,57.13506,-9.22528,-24.75992,4.1656,-13.4,-23.8,-29.8,-3.2,2.1,58.3,99.3,71.6,1.28016
"2017-09-04 16:20:33.61",121356336,24.83,349,57.12543,-9.22528,-24.7396,4.1656,-12.7,-23.8,-31.1,-4.2,1.6,58.8,100.4,73,-1.63576
"2017-09-04 16:20:33.62",121356337,24.63,349,57.13506,-9.27608,-24.70912,4.15544,-11.6,-23.8,-32.4,-5.8,0.5,59,101.6,74.1,1.778
"2017-09-04 16:20:33.63",121356338,25.07,349.5,57.15431,-9.25576,-24.71928,4.17576,-10.9,-23.4,-33.5,-6.9,0.2,59.1,103.2,75.7,6.61416
"2017-09-04 16:20:33.64",121356339,24.95,349.1,57.14468,-9.25576,-24.71928,4.1656,-10.2,-23.5,-34.4,-8.1,-0.8,59.2,104.1,76.6,5.90296
"2017-09-04 16:20:33.65",121356340,24.74,349.4,57.13506,-9.30656,-24.69896,4.17576,-9.4,-23.6,-36.2,-9.2,-1.9,59.2,104.5,77.9,-0.85344
"2017-09-04 16:20:33.66",121356341,24.66,349.6,57.13506,-9.30656,-24.70912,4.18592,-8.6,-23.4,-37.1,-10.2,-2.2,59.4,105.7,79,-2.4892
"2017-09-04 16:20:33.67",121356342,24.52,349.2,57.12543,-8.9916,-24.52624,4.23672,-8.4,-23.8,-38.1,-11.5,-3.5,59.7,106.2,79.8,-0.99568
"2017-09-04 16:20:33.68",121356343,24.87,349.5,57.17356,-9.31672,-24.6888,4.19608,-7.5,-23.6,-38.8,-12,-3.1,60.1,107.3,81.2,0
"2017-09-04 16:20:33.69",121356344,24.82,349.5,57.15431,-9.367519,-24.69896,4.2164,-6.9,-23.4,-39.7,-13.2,-3.8,60.4,108.4,81.8,2.77368
"2017-09-04 16:20:33.7",121356345,24.65,349.3,57.14468,-9.35736,-24.6888,4.19608,-6.9,-23.4,-40.9,-14.4,-4.4,60.3,108.5,82.6,1.28016
"2017-09-04 16:20:33.71",121356346,24.51,349.6,57.15431,-9.398,-24.6888,4.20624,-5.9,-23.5,-41.4,-14.6,-4.9,60.2,109.6,83.4,-1.778
"2017-09-04 16:20:33.72",121356347,24.43,349.2,57.15431,-9.408159,-24.67864,4.2164,-5.3,-23.2,-42,-15.5,-5.5,60,109.9,84.1,-2.06248
"2017-09-04 16:20:33.73",121356348,24.24,348.8,57.15431,-9.37768,-24.66848,4.2164,-4.7,-23.1,-41.8,-15.8,-5.8,60.2,110.2,84.8,2.41808
"2017-09-04 16:20:33.74",121356349,24.7,348.9,57.17356,-9.37768,-24.67864,4.2164,-4.1,-22.8,-41.8,-16.4,-6.3,59.5,110,84.8,3.84048
"2017-09-04 16:20:33.75",121356350,24.59,348.1,57.14468,-9.38784,-24.6888,4.19608,-3.6,-22.7,-41.8,-16.7,-7.2,58.8,109.6,85.1,2.63144
"2017-09-04 16:20:33.76",121356351,24.41,347.6,57.17356,-9.35736,-24.67864,4.19608,-2.9,-22.5,-41.1,-16.7,-7.4,58.4,109.3,85.4,-1.28016
"2017-09-04 16:20:33.77",121356352,24.35,347.3,57.17356,-9.398,-24.71928,4.15544,-2.7,-22.2,-40.9,-16.9,-7.8,57.6,109,85.2,-2.98704
"2017-09-04 16:20:33.78",121356353,24.22,346.1,57.20245,-9.33704,-24.67864,4.19608,-2.1,-21.7,-39.9,-16.3,-8.1,57.5,108.7,85.2,2.1336
"2017-09-04 16:20:33.79",121356354,24.06,345.8,57.20245,-9.37768,-24.67864,4.18592,-2.4,-21.6,-39.1,-16.2,-8.1,56.9,108,84.6,-0.3556
"2017-09-04 16:20:33.8",121356355,24.56,345.2,57.17356,-9.35736,-24.6888,4.15544,-2.4,-21.5,-38.6,-15.7,-8.1,56,107,84.2,3.12928
"2017-09-04 16:20:33.81",121356356,24.4,344.4,57.19281,-9.32688,-24.6888,4.1656,-2.3,-21.2,-37.4,-15,-8.1,55.7,106.5,83.5,2.20472
"2017-09-04 16:20:33.82",121356357,24.27,344.1,57.18319,-9.31672,-24.70912,4.15544,-2.8,-21.1,-36.5,-14.2,-8,55.4,105.3,82.6,1.28016
"2017-09-04 16:20:33.83",121356358,24.2,343.4,57.18319,-9.30656,-24.69896,4.1656,-2.9,-20.9,-34.8,-13.2,-7,55.2,104.7,81.7,-1.49352
"2017-09-04 16:20:33.84",121356359,24.03,342.8,57.18319,-9.25576,-24.69896,4.13512,-3.7,-20.9,-33.7,-11.9,-6.8,54.6,103.4,80.4,-2.70256
"2017-09-04 16:20:33.85",121356360,23.98,342.7,57.16394,-9.25576,-24.71928,4.1148,-4.3,-20.7,-32.4,-10.8,-6.4,54,101.8,79.1,0.07112
"2017-09-04 16:20:33.86",121356361,24.42,342.1,57.21207,-9.25576,-24.72944,4.12496,-4.6,-20.5,-30.6,-9.3,-5.7,53.4,100.6,77.9,2.1336
"2017-09-04 16:20:33.87",121356362,24.25,341.8,57.19281,-9.22528,-24.74976,4.12496,-5.5,-20.3,-29.3,-8.4,-5.2,53,99.5,76.6,1.49352
"2017-09-04 16:20:33.88",121356363,24.18,341.8,57.20245,-9.194799,-24.72944,4.12496,-5.6,-20,-27.5,-6.8,-4.5,52.5,98.3,75.5,2.4892
"2017-09-04 16:20:33.89",121356364,24.06,341.2,57.20245,-9.17448,-24.72944,4.14528,-6.3,-20.1,-25.7,-5.6,-4.2,52.1,97.1,73.8,-2.70256
"2017-09-04 16:20:33.9",121356365,23.89,341.3,57.18319,-9.18464,-24.74976,4.1148,-6.9,-20,-24.7,-4.6,-3.8,51.3,95.6,72.7,-3.2004
"2017-09-04 16:20:33.91",121356366,24.43,341.4,57.18319,-9.12368,-24.74976,4.1148,-7.4,-20,-23,-3.1,-3.1,50.9,94.5,71.5,-0.7112
"2017-09-04 16:20:33.92",121356367,24.26,340.9,57.20245,-9.144,-24.74976,4.10464,-8,-19.8,-21.7,-1.6,-2.4,50.6,93,70.1,4.48056
"2017-09-04 16:20:33.93",121356368,24.13,341.3,57.21207,-9.11352,-24.75992,4.1148,-8.7,-19.9,-19.9,-0.4,-1.5,50.4,92.3,68.9,7.32536
"2017-09-04 16:20:33.94",121356369,24.08,340.9,57.18319,-9.062719,-24.75992,4.09448,-9.6,-20,-18.6,1,-0.8,49.8,90.9,67.5,1.84912
"2017-09-04 16:20:33.95",121356370,24.13,340.9,57.18319,-9.0424,-24.78024,4.064,-10.4,-20,-17.3,2.2,-0.1,49.6,89.2,65.7,1.4224
"2017-09-04 16:20:33.96",121356371,24.35,341.2,57.18319,-9.0424,-24.78024,4.07416,-11.3,-20,-15.7,3.6,1,49.4,88.2,64.4,2.56032
"2017-09-04 16:20:33.97",121356372,24.26,340.8,57.16394,-9.0424,-24.78024,4.08432,-12.4,-20,-14.7,4.9,1.8,49.4,87.2,63.1,4.69392
"2017-09-04 16:20:33.98",121356373,24.08,340.7,57.19281,-9.00176,-24.78024,4.09448,-13.2,-19.9,-13.2,6.8,3,49.5,86.4,61.8,3.12928
"2017-09-04 16:20:33.99",121356374,24.32,341.1,57.17356,-8.97128,-24.77008,4.07416,-14.3,-20.4,-12.3,7.9,3.7,49.5,85.7,60.6,-3.69824
"2017-09-04 16:20:34",121356375,24.45,340.4,57.17356,-9.00176,-24.7904,4.064,-15.4,-20.7,-11.9,8.5,4.2,49.3,84.8,59.5,-1.20904
"2017-09-04 16:20:34.01",121356376,24.27,340.6,57.15431,-8.97128,-24.80056,4.08432,-15.9,-20.6,-11.5,9.5,5.1,49.6,84.4,58.7,-1.84912
"2017-09-04 16:20:34.02",121356377,24.23,340.7,57.18319,-8.95096,-24.81072,4.08432,-16.4,-20.8,-11.1,10,5.7,49.8,84,58.4,3.12928
"2017-09-04 16:20:34.03",121356378,24.61,340.3,57.17356,-8.96112,-24.80056,4.10464,-16.7,-20.7,-10.5,10.7,6.3,50.2,83.9,57.8,2.4892
"2017-09-04 16:20:34.04",121356379,24.46,340.9,57.18319,-8.96112,-24.7904,4.10464,-17.4,-21.1,-10.4,10.8,6.6,50.2,84,57.2,3.12928
"2017-09-04 16:20:34.05",121356380,24.38,340.6,57.16394,-8.95096,-24.7904,4.064,-17.8,-21.4,-10.4,11,6.7,50.1,83.5,57.1,0.14224
"2017-09-04 16:20:34.06",121356381,24.68,340.6,57.17356,-8.97128,-24.81072,4.09448,-17.9,-21.4,-10.4,11.3,6.7,50.3,83.6,57,-2.27584
"2017-09-04 16:20:34.07",121356382,24.64,341,57.16394,-8.96112,-24.80056,4.07416,-17.9,-21.5,-10.9,11.3,7,50.7,83.6,57.4,0.56896
"2017-09-04 16:20:34.08",121356383,24.52,340.7,57.15431,-8.77824,-24.70912,4.1148,-17.7,-21.5,-10.9,11.4,7.1,51.1,84.6,57.6,2.70256
"2017-09-04 16:20:34.09",121356384,24.33,341,57.16394,-8.96112,-24.77008,4.09448,-18.2,-21.8,-11.7,10.5,7.1,51.9,85,57.8,3.41376
"2017-09-04 16:20:34.1",121356385,24.82,341.4,57.13506,-8.98144,-24.80056,4.10464,-18.4,-22.1,-13,9.9,7,51.9,85.4,58.3,0.49784
"2017-09-04 16:20:34.11",121356386,24.67,341.2,57.13506,-9.02208,-24.77008,4.12496,-18.3,-22.1,-13.9,9.3,7,52.5,86.5,58.7,1.49352
"2017-09-04 16:20:34.12",121356387,24.48,341.8,57.14468,-9.00176,-24.78024,4.1148,-18.3,-22.4,-15.2,8.8,7.1,53.2,87.2,59.6,3.27152
"2017-09-04 16:20:34.13",121356388,24.41,342.1,57.15431,-9.03224,-24.77008,4.1148,-17.9,-22.4,-15.8,8.4,7,54.1,88.3,60.7,2.4892
"2017-09-04 16:20:34.14",121356389,24.79,342.1,57.14468,-9.07288,-24.77008,4.12496,-18,-22.9,-17,7.6,6.6,54.6,89.5,61,4.2672
"2017-09-04 16:20:34.15",121356390,24.65,342.9,57.15431,-9.05256,-24.78024,4.10464,-17.8,-23,-18.6,6.4,6.2,54.7,89.9,62,1.99136
"2017-09-04 16:20:34.16",121356391,24.55,342.9,57.13506,-9.08304,-24.77008,4.12496,-17.4,-23,-19.6,5.5,6.1,55.2,90.9,63,-0.07112
"2017-09-04 16:20:34.17",121356392,24.87,343,57.15431,-9.10336,-24.75992,4.12496,-16.5,-23.1,-21.2,4.2,5.2,55.3,91.9,64.3,-1.13792
