"TOA5","CR9000","CR9000","1576","CR9000X.Std.06","CPU:MnDot_Bo.C9X","59705","MNDOT"
"TIMESTAMP","RECORD","Windspeed","WindDir","Bolt2","Bolt3","Bolt5","Bolt6","Strain1","Strain2","Strain3","Strain4","Strain5","Strain6","Strain7","Strain8","Bolt7"
"2017-09-04 16:19:32.99",121350274,27.25,349.4,57.37573,-8.80872,-24.67864,4.0132,2.7,-9.2,8.9,9.3,-11.6,25.7,68.3,60.1,-3.12928
"2017-09-04 16:19:33",121350275,27.06,350.5,57.37573,-8.81888,-24.64816,4.03352,1.7,-10.7,4.8,7.3,-11.3,28.8,71.9,62,-1.49352
"2017-09-04 16:19:33.01",121350276,26.81,350.9,57.3661,-8.93064,-24.65832,4.03352,0.6,-11.8,0.4,5.3,-10.8,31.4,75.2,63.8,-1.92024
"2017-09-04 16:19:33.02",121350277,27.07,352.2,57.35647,-8.95096,-24.66848,4.05384,-0.1,-13.1,-3.4,3.4,-10.2,34.4,79.2,65.6,-2.06248
"2017-09-04 16:19:33.03",121350278,26.87,353.5,57.32759,-9.01192,-24.61768,4.07416,-0.9,-14.1,-8.1,1.2,-9.5,37,82.3,67.9,-4.6228
"2017-09-04 16:19:33.04",121350279,26.64,354.4,57.32759,-9.07288,-24.638,4.1148,-1.4,-15,-12.1,-0.2,-8.9,40,85.5,70,-4.9784
"2017-09-04 16:19:33.05",121350280,26.91,355,57.34685,-9.15416,-24.60752,4.13512,-2.3,-16.2,-15.9,-2.1,-8.4,42.6,88.8,71.7,-4.19608
"2017-09-04 16:19:33.06",121350281,26.72,357.5,57.31797,-9.20496,-24.60752,4.15544,-3.1,-17.3,-20.1,-4.2,-8,45.1,92,73.3,-3.34264
"2017-09-04 16:19:33.07",121350282,26.49,0.408,57.30834,-9.215119,-24.59736,4.20624,-4.1,-18.3,-23.7,-5.6,-7,47.9,95.2,75,-2.27584
"2017-09-04 16:19:33.08",121350283,26.75,0.821,57.28908,-9.2964,-24.59736,4.22656,-5.2,-19.3,-27.9,-6.9,-6.4,50.3,97.8,76.8,2.41808
"2017-09-04 16:19:33.09",121350284,26.59,2.389,57.27946,-9.30656,-24.56688,4.24688,-6,-20.2,-31.5,-8.2,-5.3,53.1,100.6,78.4,-0.42672
"2017-09-04 16:19:33.1",121350285,26.38,3.512,57.26983,-9.367519,-24.57704,4.27736,-7.5,-21.5,-34.9,-9.6,-4.4,56.1,103.5,79.3,0.7112
"2017-09-04 16:19:33.11",121350286,26.37,5.259,57.25058,-9.42848,-24.59736,4.28752,-9.3,-23,-38.5,-10.3,-3.2,59,106,80.3,-0.92456
"2017-09-04 16:19:33.12",121350287,26.5,6.872,57.25058,-9.499599,-24.5364,4.318,-10.8,-24.1,-41.6,-11.2,-1.6,62,109.4,81.1,-7.60984
"2017-09-04 16:19:33.13",121350288,26.27,7.636,57.23132,-9.519919,-24.55672,4.33832,-12.8,-25.5,-45.3,-12.2,-0.2,64.8,111.4,82.1,-8.107679
"2017-09-04 16:19:33.14",121350289,26,9.13,57.21207,-9.53008,-24.55672,4.3688,-14.5,-26.8,-48.7,-12.3,1.4,67.7,114.2,82.8,-4.55168
"2017-09-04 16:19:33.15",121350290,26.41,10.38,57.20245,-9.42848,-24.44496,4.42976,-16.6,-28.7,-51.5,-13,2.5,70.6,116.5,83.2,-7.39648
"2017-09-04 16:19:33.16",121350291,26.18,10.84,57.19281,-9.61136,-24.54656,4.4196,-18.6,-29.8,-54.3,-13.5,4.3,73,118.7,83.9,-5.26288
"2017-09-04 16:19:33.17",121350292,25.91,11.77,57.17356,-9.64184,-24.52624,4.42976,-20,-31,-56.6,-14.2,5.7,75.5,120.7,84.2,-2.27584
"2017-09-04 16:19:33.18",121350293,26.35,12.4,57.18319,-9.68248,-24.52624,4.4196,-21.1,-32,-59,-14.4,6.5,77.4,122.4,85.1,0.07112
"2017-09-04 16:19:33.19",121350294,26.11,12.28,57.17356,-9.73328,-24.51608,4.45008,-22.2,-32.6,-60.5,-14.8,7.7,79.1,123.6,85.4,-1.0668
"2017-09-04 16:19:33.2",121350295,25.87,12.58,57.15431,-9.73328,-24.51608,4.46024,-23.2,-33.5,-61.4,-15.2,8.1,80,124.8,85.5,-1.99136
"2017-09-04 16:19:33.21",121350296,25.92,12.69,57.13506,-9.72312,-24.51608,4.45008,-23.8,-34,-62.5,-15.1,8.7,80.8,125.4,85.3,0.99568
"2017-09-04 16:19:33.22",121350297,26.06,11.82,57.15431,-9.74344,-24.51608,4.48056,-24.1,-34.4,-62.2,-14.6,9.1,81.4,126,85.2,-2.20472
"2017-09-04 16:19:33.23",121350298,25.87,11.6,57.13506,-9.72312,-24.52624,4.48056,-24.5,-34.5,-62,-14.6,9.2,81.3,125.3,85.1,-2.70256
"2017-09-04 16:19:33.24",121350299,25.72,10.92,57.16394,-9.712959,-24.5364,4.48056,-24.7,-34.3,-61.4,-14,9.9,81.2,124.8,84.5,-6.82752
"2017-09-04 16:19:33.25",121350300,25.5,9.61,57.15431,-9.66216,-24.51608,4.46024,-25.1,-34.2,-60.2,-12.7,10,80.6,123.7,83.4,0.7112
"2017-09-04 16:19:33.26",121350301,25.3,8.84,57.14468,-9.712959,-24.5364,4.46024,-25.5,-33.9,-58.7,-11.7,10.3,79.9,122.3,82.2,-7.60984
"2017-09-04 16:19:33.27",121350302,25.73,7.721,57.16394,-9.651999,-24.54656,4.42976,-25.6,-33.5,-56.2,-10.2,10.8,79.1,120.6,80.4,-5.97408
"2017-09-04 16:19:33.28",121350303,25.55,6.153,57.15431,-9.61136,-24.56688,4.42976,-25.9,-32.8,-53.9,-8.6,10.9,77.5,118.6,78.8,-2.41808
"2017-09-04 16:19:33.29",121350304,25.38,5.225,57.19281,-9.6012,-24.55672,4.40944,-26,-32.1,-51.1,-6.5,11.2,76.1,115.8,77,-1.0668
"2017-09-04 16:19:33.3",121350305,25.26,3.906,57.17356,-9.50976,-24.57704,4.40944,-25.8,-31.3,-48,-4.9,11.3,74.3,113.3,75.2,-2.34696
"2017-09-04 16:19:33.31",121350306,25.09,2.414,57.15431,-9.50976,-24.59736,4.38912,-26,-30.6,-44.6,-3.1,11.1,72,110.3,73.3,-1.35128
"2017-09-04 16:19:33.32",121350307,24.93,1.534,57.18319,-9.43864,-24.57704,4.3688,-25.1,-29.3,-40.9,-1.2,10.9,70.1,107.9,71.5,-0.99568
"2017-09-04 16:19:33.33",121350308,24.85,0.73,57.19281,-9.43864,-24.59736,4.33832,-24,-28.3,-37.6,-0,10.1,67.3,104.9,70,-3.69824
"2017-09-04 16:19:33.34",121350309,24.67,0.419,57.2217,-9.33704,-24.61768,4.30784,-23,-26.9,-33.8,1.5,9.3,64.7,102,68.8,-3.98272
"2017-09-04 16:19:33.35",121350310,24.54,1.384,57.21207,-9.30656,-24.60752,4.28752,-21.8,-25.7,-30.3,2.7,8.3,61.9,99.1,67.5,-5.19176
"2017-09-04 16:19:33.36",121350311,24.49,271.4,57.2217,-9.28624,-24.638,4.2672,-20.3,-24.6,-26.6,3.8,6.6,59.1,96.1,66.2,-6.68528
"2017-09-04 16:19:33.37",121350312,24.33,357.5,57.26983,-9.215119,-24.638,4.23672,-18.5,-23.3,-22.4,4.9,5.5,56.2,93.6,64.9,-1.28016
"2017-09-04 16:19:33.38",121350313,24.24,355.1,57.27946,-9.16432,-24.65832,4.2164,-16.7,-22.2,-19.2,5.7,4.1,53.1,90.5,64.1,0.28448
"2017-09-04 16:19:33.39",121350314,24.18,354.9,57.26983,-9.11352,-24.64816,4.20624,-14.8,-20.8,-15.7,6.8,2.7,50.3,88,63.3,0.56896
"2017-09-04 16:19:33.4",121350315,24.05,354.5,57.28908,-9.10336,-24.65832,4.15544,-13.5,-19.6,-12.1,7.6,1.6,47.3,85.2,62.2,-1.56464
"2017-09-04 16:19:33.41",121350316,23.96,354.6,57.29871,-9.03224,-24.67864,4.13512,-12.3,-18.5,-8.7,8.5,0.4,44.6,82.7,60.9,1.35128
"2017-09-04 16:19:33.42",121350317,23.93,354,57.30834,-8.98144,-24.67864,4.12496,-10.8,-17.4,-5.2,9.5,-0.7,42.1,80.4,60,-2.70256
"2017-09-04 16:19:33.43",121350318,23.26,353.5,57.31797,-8.95096,-24.6888,4.10464,-9.5,-16.4,-2.2,10.7,-1.4,39.5,77.2,58.7,-2.4892
"2017-09-04 16:19:33.44",121350319,23.21,353.7,57.32759,-8.89,-24.6888,4.064,-8.6,-15.3,0.8,12,-2.4,37.1,75,57.7,-5.6896
"2017-09-04 16:19:33.45",121350320,23.18,353.4,57.29871,-8.85952,-24.6888,4.03352,-7.4,-14.4,3.9,12.8,-3.3,34.7,72.6,56.7,-5.76072
"2017-09-04 16:19:33.46",121350321,23.07,353.3,57.32759,-8.84936,-24.70912,4.03352,-6.5,-13.5,6.8,13.5,-4.5,32.5,70.3,55.6,-4.33832
"2017-09-04 16:19:33.47",121350322,23.05,353.6,57.33722,-8.81888,-24.65832,4.02336,-5.1,-12.3,9.8,14.5,-5.1,30.3,68.2,54.6,-2.06248
"2017-09-04 16:19:33.48",121350323,23.03,353.3,57.37573,-8.757919,-24.70912,4.0132,-3.8,-11.2,12.2,15,-6.3,28,65.9,53.9,-7.18312
"2017-09-04 16:19:33.49",121350324,22.93,353.3,57.37573,-8.71728,-24.70912,3.97256,-2.4,-9.9,14.3,15.4,-7.4,25.8,64.2,53.5,-4.2672
"2017-09-04 16:19:33.5",121350325,22.93,353.8,57.38535,-8.70712,-24.6888,3.98272,-0.9,-9.1,16.5,15.7,-8.6,24,62.7,53.2,-1.28016
"2017-09-04 16:19:33.51",121350326,22.94,353.5,57.38535,-8.65632,-24.70912,3.95224,0.5,-8.3,17.8,15.9,-9.8,22.1,61.2,53.1,-2.4892
"2017-09-04 16:19:33.52",121350327,22.31,353.8,57.41424,-8.64616,-24.70912,3.92176,1.7,-7.5,19.9,15.8,-10.8,20.7,60.4,52.9,1.92024
"2017-09-04 16:19:33.53",121350328,22.32,354.3,57.40461,-8.62584,-24.71928,3.93192,3,-6.7,20.6,15.7,-11.6,19.4,59.3,53.3,-0.42672
"2017-09-04 16:19:33.54",121350329,22.34,354,57.42386,-8.65632,-24.69896,3.93192,4.3,-6.2,21.1,15.3,-12.3,18.5,59.1,53.7,-3.76936
"2017-09-04 16:19:33.55",121350330,22.26,354.2,57.41424,-8.64616,-24.72944,3.94208,4.5,-6.1,21.2,15.1,-13.1,18.1,59,54,-4.2672
"2017-09-04 16:19:33.56",121350331,22.31,354.8,57.41424,-8.5852,-24.69896,3.94208,4.7,-6.1,20.6,14.5,-13.2,18,59.2,54,-4.83616
"2017-09-04 16:19:33.57",121350332,22.32,354.6,57.43349,-8.66648,-24.69896,3.95224,4.8,-6.1,20.1,14.4,-13.1,18.7,60.4,54.6,-7.04088
"2017-09-04 16:19:33.58",121350333,22.26,354.8,57.41424,-8.66648,-24.69896,3.95224,4.3,-6.7,18.4,13.6,-13,19.8,61,55.2,-3.84048
"2017-09-04 16:19:33.59",121350334,21.76,355.1,57.42386,-8.676641,-24.67864,3.9624,3.7,-7,16.6,13.2,-12.4,21,62.7,56.1,-1.13792
"2017-09-04 16:19:33.6",121350335,21.78,354.7,57.41424,-8.71728,-24.70912,3.97256,2.9,-8.2,14.3,12.2,-11.9,22.7,64.2,56.7,-1.99136
"2017-09-04 16:19:33.61",121350336,21.73,357.3,57.38535,-8.77824,-24.67864,3.98272,1.9,-8.9,11.8,11.2,-11.3,24.5,66.4,57.6,-3.27152
"2017-09-04 16:19:33.62",121350337,21.79,357.1,57.38535,-8.76808,-24.66848,4.0132,1,-10,8.9,10,-10.2,27.1,68.9,58.8,-2.98704
"2017-09-04 16:19:33.63",121350338,21.82,355.6,57.3661,-8.8392,-24.67864,4.02336,-0,-11.1,5.7,8.6,-9.6,29.3,71.3,60,-2.98704
"2017-09-04 16:19:33.64",121350339,21.78,1.472,57.35647,-8.89,-24.65832,4.05384,-1.2,-12.1,2.1,7.4,-9.1,32,74.5,61.6,-2.8448
"2017-09-04 16:19:33.65",121350340,21.85,0.815,57.33722,-8.93064,-24.66848,4.064,-2,-13.5,-1.7,5.8,-8.5,34.5,77.1,63.2,-4.76504
"2017-09-04 16:19:33.66",121350341,21.65,0.422,57.31797,-8.79856,-24.5364,4.1148,-2.7,-14.7,-5.4,3.8,-7.8,37.3,80.4,65.1,-6.82752
"2017-09-04 16:19:33.67",121350342,21.3,0.558,57.32759,-9.0424,-24.61768,4.12496,-4.1,-16,-9.5,2.5,-6.7,40.3,84,67.1,-5.83184
"2017-09-04 16:19:33.68",121350343,21.37,0.767,57.30834,-9.12368,-24.62784,4.12496,-5.1,-17.1,-13.5,0.8,-6,43.1,87.1,68.9,-6.0452
"2017-09-04 16:19:33.69",121350344,21.39,0.425,57.30834,-9.16432,-24.61768,4.15544,-6.3,-18.5,-17.6,-1,-4.8,46.3,90.5,70.5,-7.53872
"2017-09-04 16:19:33.7",121350345,21.37,0.699,57.29871,-9.215119,-24.638,4.17576,-7.9,-19.9,-22,-2.7,-3.9,49.2,93.6,72.1,-4.69392
"2017-09-04 16:19:33.71",121350346,21.47,0.937,57.26983,-9.28624,-24.60752,4.20624,-9.2,-21.1,-26.4,-3.9,-2.7,52.4,96.8,73.5,-5.40512
"2017-09-04 16:19:33.72",121350347,21.5,0.648,57.27946,-9.31672,-24.5872,4.24688,-11.1,-22.7,-29.9,-4.7,-1.1,56.2,100.5,74.6,-0.85344
"2017-09-04 16:19:33.73",121350348,21.49,0.906,57.24095,-9.367519,-24.5872,4.27736,-13,-24.3,-34.2,-5.9,0.3,59.4,103.5,76,0.7112
"2017-09-04 16:19:33.74",121350349,21.12,1.076,57.23132,-9.41832,-24.56688,4.29768,-15.1,-25.8,-38.3,-6.7,1.9,62.6,106.6,77,-0.28448
"2017-09-04 16:19:33.75",121350350,21.06,0.645,57.21207,-9.48944,-24.56688,4.32816,-17.2,-27.1,-42.2,-7.8,3.5,65.9,109.4,77.9,0.3556
"2017-09-04 16:19:33.76",121350351,21.06,0.804,57.18319,-9.50976,-24.5364,4.37896,-18.9,-28.5,-46.4,-8.9,5,68.9,112.2,78.8,-1.84912
"2017-09-04 16:19:33.77",121350352,21.15,0.824,57.18319,-9.560559,-24.54656,4.38912,-20.5,-29.6,-49.8,-9.7,6.5,72.2,115.6,80.1,-3.69824
"2017-09-04 16:19:33.78",121350353,21.18,0.391,57.17356,-9.61136,-24.52624,4.40944,-22,-30.8,-53.8,-10.7,7.6,74.9,118.2,81.3,-4.19608
"2017-09-04 16:19:33.79",121350354,21.18,0.625,57.15431,-9.63168,-24.52624,4.42976,-23.4,-32.2,-57.1,-12,8.8,77.7,120.7,82.5,0.3556
"2017-09-04 16:19:33.8",121350355,21.28,0.696,57.14468,-9.651999,-24.51608,4.45008,-24.4,-33.2,-60.3,-13.1,9.3,80.1,123.5,83.5,-4.83616
"2017-09-04 16:19:33.81",121350356,21.28,0.47,57.15431,-9.73328,-24.52624,4.4704,-25.1,-34.1,-63.6,-14.5,9.9,82.1,125.7,85.2,0.42672
"2017-09-04 16:19:33.82",121350357,21.29,17.28,57.14468,-9.76376,-24.49576,4.50088,-25.6,-35,-66,-15.6,10.8,84.4,128.4,86.4,-1.56464
"2017-09-04 16:19:33.83",121350358,21.4,325.2,57.13506,-9.76376,-24.49576,4.50088,-26.3,-35.8,-69,-16.9,10.8,86.1,130.5,87.5,-0.64008
"2017-09-04 16:19:33.84",121350359,21.39,357,57.1158,-9.824719,-24.50592,4.53136,-26.7,-36.5,-71.1,-18,11.2,87.7,132.4,88.6,0.99568
"2017-09-04 16:19:33.85",121350360,21.42,355,57.12543,-9.84504,-24.4856,4.55168,-27.3,-37.4,-73.3,-19.1,11.4,88.9,133.9,89.6,-4.2672
"2017-09-04 16:19:33.86",121350361,21.52,354.7,57.1158,-9.89584,-24.49576,4.55168,-27.8,-37.9,-75.1,-19.8,11.8,90.1,135.3,90.5,-5.97408
"2017-09-04 16:19:33.87",121350362,21.07,353.6,57.1158,-9.89584,-24.46528,4.56184,-27.6,-38.2,-76.1,-20.2,12.3,91.2,136.7,91,-2.70256
"2017-09-04 16:19:33.88",121350363,20.98,353.1,57.10618,-9.906,-24.4856,4.59232,-28.3,-38.7,-77.1,-20.7,12.1,91.8,137,91.4,-3.41376
"2017-09-04 16:19:33.89",121350364,21.08,352.2,57.10618,-9.9568,-24.4856,4.572,-28.5,-39,-77.4,-20.9,12.4,92.1,137.6,91.6,-0.3556
"2017-09-04 16:19:33.9",121350365,21.04,351.3,57.08692,-9.906,-24.49576,4.56184,-28.6,-39,-77.4,-21,12.5,92.1,137.5,91.3,1.20904
"2017-09-04 16:19:33.91",121350366,21.09,351,57.10618,-9.906,-24.49576,4.56184,-28.4,-38.9,-77,-20.6,12.3,91.5,136.8,91.4,-3.2004
"2017-09-04 16:19:33.92",121350367,21.17,350.3,57.10618,-9.89584,-24.46528,4.58216,-27.7,-38.3,-75.5,-20.1,12.1,91,136.4,90.8,0.7112
"2017-09-04 16:19:33.93",121350368,21.13,349.5,57.1158,-9.865359,-24.50592,4.55168,-27.2,-37.5,-74,-20,11.3,89.6,135.1,90.4,-3.9116
"2017-09-04 16:19:33.94",121350369,21.18,349.5,57.12543,-9.84504,-24.51608,4.53136,-25.9,-36.7,-72.1,-19.4,10.2,87.5,133.2,89.8,-2.56032
"2017-09-04 16:19:33.95",121350370,21.24,349,57.12543,-9.784081,-24.51608,4.5212,-24.7,-35.8,-69.6,-19,9.2,85.2,131.1,89.3,-1.4224
"2017-09-04 16:19:33.96",121350371,21.22,348.6,57.15431,-9.79424,-24.52624,4.49072,-22.9,-34.4,-67,-18.4,7.9,82.7,128.8,88.9,1.4224
"2017-09-04 16:19:33.97",121350372,21.25,349.1,57.17356,-9.76376,-24.5364,4.4704,-21.2,-32.9,-63.7,-17.6,6.5,80.1,126.9,88,3.12928
"2017-09-04 16:19:33.98",121350373,21.33,348.8,57.16394,-9.7028,-24.52624,4.46024,-19.2,-31.5,-60.5,-16.8,5,77.1,123.7,87.2,1.70688
"2017-09-04 16:19:33.99",121350374,21.29,348.7,57.19281,-9.63168,-24.52624,4.43992,-17.4,-30,-57.1,-16,3.4,73.8,121.3,86.2,-2.27584
"2017-09-04 16:19:34",121350375,21.6,349.5,57.20245,-9.58088,-24.5364,4.39928,-15.7,-28.6,-53.6,-15.3,1.8,70.9,118.1,85.2,-6.18744
"2017-09-04 16:19:34.01",121350376,21.92,349.4,57.23132,-9.560559,-24.55672,4.3688,-14,-27.2,-49.9,-14.2,0.4,67.8,115,84.2,-5.19176
"2017-09-04 16:19:34.02",121350377,21.85,349.6,57.25058,-9.499599,-24.56688,4.32816,-12.2,-25.5,-46,-12.6,-0.6,65,112.6,82.9,-6.96976
"2017-09-04 16:19:34.03",121350378,21.89,350.3,57.24095,-9.45896,-24.57704,4.29768,-10.7,-24.3,-42.2,-11.5,-1.7,62,109.7,81.9,-2.98704
"2017-09-04 16:19:34.04",121350379,21.91,350.4,57.2602,-9.41832,-24.55672,4.28752,-9.6,-23.3,-38.8,-10.8,-2.8,59.2,106.7,80.4,0.49784
"2017-09-04 16:19:34.05",121350380,21.85,350.7,57.2602,-9.38784,-24.57704,4.2672,-8.3,-22.2,-35.2,-9.3,-3.9,56.2,103.7,79.1,6.96976
"2017-09-04 16:19:34.06",121350381,21.87,351.6,57.2602,-9.347199,-24.59736,4.22656,-6.8,-21,-32,-8.5,-4.8,53.6,100.9,77.8,0.78232
"2017-09-04 16:19:34.07",121350382,21.91,351.9,57.27946,-8.89,-24.36368,4.30784,-5.6,-19.8,-28.2,-7,-6.3,51.6,98.8,76.6,1.56464
"2017-09-04 16:19:34.08",121350383,21.85,352.4,57.29871,-9.2456,-24.5872,4.19608,-4.3,-18.7,-25,-6.2,-6.9,48.5,96.1,75.8,-1.13792
"2017-09-04 16:19:34.09",121350384,22.4,353.5,57.31797,-9.215119,-24.62784,4.18592,-3,-17.7,-22,-5.6,-8.2,46.2,93.7,74.8,-2.63144
"2017-09-04 16:19:34.1",121350385,22.4,353.9,57.31797,-9.18464,-24.62784,4.1656,-1.9,-16.8,-19.3,-4.8,-9.3,43.6,91.2,73.8,-2.77368
"2017-09-04 16:19:34.11",121350386,22.3,354.6,57.31797,-9.144,-24.638,4.1148,-0.2,-15.7,-16.6,-4.3,-10.3,41.4,89.2,73.6,0.85344
"2017-09-04 16:19:34.12",121350387,22.33,355.2,57.34685,-9.10336,-24.61768,4.1148,1,-14.7,-13.5,-3.2,-11,39.4,87.2,72.7,-2.63144
"2017-09-04 16:19:34.13",121350388,22.32,354.7,57.34685,-9.062719,-24.61768,4.10464,2.2,-13.8,-11,-2.6,-12.3,37.2,85.2,71.7,-3.12928
"2017-09-04 16:19:34.14",121350389,22.76,355.2,57.35647,-9.05256,-24.62784,4.09448,3.1,-13,-8.3,-1.6,-12.8,35.5,83.4,70.7,-2.20472
"2017-09-04 16:19:34.15",121350390,22.78,357.6,57.34685,-9.00176,-24.65832,4.04368,3.6,-12.4,-6.4,-0.9,-13.5,33.5,81.4,69.8,-2.98704
"2017-09-04 16:19:34.16",121350391,22.73,355.8,57.3661,-8.97128,-24.65832,4.05384,3.8,-11.8,-4.7,0.1,-13.4,32.4,79.9,69,-4.40944
"2017-09-04 16:19:34.17",121350392,22.62,355.5,57.37573,-8.93064,-24.638,4.064,4.3,-11.2,-2.7,1.4,-13.2,31.8,78.8,68.1,-5.97408
"2017-09-04 16:19:34.18",121350393,23.19,355.5,57.3661,-8.93064,-24.65832,4.04368,3.6,-11.1,-1.5,2,-13,31.1,77.2,67.1,-1.99136
"2017-09-04 16:19:34.19",121350394,23.13,355,57.3661,-8.93064,-24.66848,4.03352,3,-11.1,-0.7,3.1,-12.5,30.8,76.8,65.9,-1.84912
